Date,Timestamp,Scr_IP,Scr_port,Des_IP,Des_port,Protocol,Service,Duration,Scr_bytes,Des_bytes,Conn_state,missed_bytes,is_syn_only,Is_SYN_ACK,is_pure_ack,is_with_payload,FIN or RST,Bad_checksum,is_SYN_with_RST,Scr_pkts,Scr_ip_bytes,Des_pkts,Des_ip_bytes,anomaly_alert,total_bytes,total_packet,paket_rate,byte_rate,Scr_packts_ratio,Des_pkts_ratio,Scr_bytes_ratio,Des_bytes_ratio,Avg_user_time,Std_user_time,Avg_nice_time,Std_nice_time,Avg_system_time,Std_system_time,Avg_iowait_time,Std_iowait_time,Avg_ideal_time,Std_ideal_time,Avg_tps,Std_tps,Avg_rtps,Std_rtps,Avg_wtps,Std_wtps,Avg_ldavg_1,Std_ldavg_1,Avg_kbmemused,Std_kbmemused,Avg_num_Proc/s,Std_num_proc/s,Avg_num_cswch/s,std_num_cswch/s,OSSEC_alert,OSSEC_alert_level,Login_attempt,Succesful_login,File_activity,Process_activity,read_write_physical.process,is_privileged,class1,class2,class3
4/02/2020,1580746562,172.24.1.80,49865,172.24.1.1,53,udp,dns,0.000348,36,36,1,0,False,False,False,True,False,False,False,1,64,1,64,FALSE,200,2,5747.126437,574712.6437,0.5,0.5,0.5,0.5,3.953,4.02822554,1.721,0.884448416,1.622,0.89525192,0.101,0.123729544,92.602,5.044564996,5.997,8.050967706,0,0,5.997,8.050967706,0.565,0.025,906550.8,1369.586273,0.3,0.458257569,1340.4,303.5190933,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24/02/2020,1582504009,172.24.1.244,34136,172.24.1.1,5683,udp,coap,-,-,-,1,0,False,False,False,True,False,False,False,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,28.245,4.255538156,2.524,1.335561305,11.779,4.690263212,0.18,0.231170932,57.272,8.05357908,16.7,12.72045597,13,12.74362586,3.7,1.417744688,2.13,0.18493242,921257.6,1602.285568,0,0,21007.9,4626.928235,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
13/01/2020,1578874450,10.0.1.5,56661,129.94.0.197,53,udp,dns,0.000006,112,0,1,0,False,False,False,True,False,False,False,2,168,0,0,TRUE,280,2,333333.3333,46666666.67,1,0,1,0,5.39,2.615798157,1.064,0.55517925,2.251,0.639960155,4.141,9.923416196,87.152,9.577846104,23.492,16.03788128,10.392,11.5446514,13.1,9.038341662,0.724,0.012806248,913749.2,1916.679671,0.8,0.748331477,1277.7,112.1731251,0,0,0,0,0,0,0,0,Normal,Normal,Normal
5/03/2020,1583389347,192.168.2.10,38981,192.168.10.150,1883,tcp,mqtt,20.030728,1626,4,1,0,True,True,True,True,True,False,False,17,2518,16,844,FALSE,4992,33,1.647468829,249.2171028,0.515151515,0.484848485,0.830128205,0.169871795,5.694,6.066486957,1.717,1.224541139,1.515,0.766540932,0.937,1.220541273,90.139,6.355124625,18.1,11.37057606,7.8,11.54816003,10.3,3.97617907,0.244,0.082243541,917592.4,1423.845441,1.2,1.661324773,1187.9,144.4129149,0,0,0,0,0,0,1,0,False_data_injection,Tampering,Attack
16/12/2019,1576632289,192.168.10.155,44058,192.168.2.10,80,tcp,http,17.397787,-,-,0,0,True,True,True,True,True,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,2.474,3.530051558,1.74,1.078943928,2.196,1.074497092,0.379,0.127078716,93.212,5.385676931,21.2,15.9298462,6.6,6.575712889,14.6,12.56343902,0.915,0.058864251,913317.2,774.6360178,0.7,0.458257569,1213.8,177.4,0,0,0,0,0,0,1,0,Normal,Normal,Normal
8/01/2020,1578449373,192.168.10.155,33874,192.168.2.10,80,tcp,http,0.005037,608,313,1,0,True,True,True,True,True,False,False,6,928,5,581,FALSE,2430,11,2183.839587,482430.0179,0.545454545,0.454545455,0.632098765,0.367901235,3.518,4.597931709,3.726,2.441443016,1.695,1.641458193,0.329,0.198869304,90.735,6.71701459,12.8,6.95413546,1.2,1.989974874,11.6,6.529931087,0.489,0.029137605,908296.8,4531.267655,0.998,0.629313912,1402.315,241.1926471,0,0,0,0,0,0,1,0,Normal,Normal,Normal
27/02/2020,1582764640,192.168.2.10,54254,192.168.2.199,80,tcp,http,0.099194,-,-,1,0,True,True,True,True,True,False,False,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,4.281,2.535545109,2.159,1.381386622,3.069,1.578597162,0.584,0.440277185,89.912,4.393904414,18.6,10.09158065,8.8,10.01798383,9.8,1.2489996,0.363,0.017916473,919788,1659.523787,8.4,6.755738302,1593.1,325.5602709,0,0,1,1,1,1,0,1,Exfiltration,Exfiltration,Attack
15/01/2020,1579041522,192.168.2.199,32988,192.168.2.10,80,tcp,http,0.205518,131,310,1,0,True,True,True,True,True,False,False,6,451,5,578,FALSE,1470,11,53.52329236,7152.658161,0.545454545,0.454545455,0.395918367,0.604081633,7.255,7.437333191,7.632,1.556539752,5.73,1.849410717,0.152,0.124161186,79.23,9.273851411,10.6,6.651315659,0.1,0.3,10.5,6.69701426,0.875,0.052201533,920169.6,2005.390496,0.8,0.4,2714.5,272.3087402,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
24/02/2020,1582503729,172.24.1.244,60274,172.24.1.1,5683,udp,coap,-,-,-,1,0,False,False,False,True,False,False,False,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,29.58,7.727228481,3.464,1.57253426,12.218,1.805246798,0.076,0.116120627,54.662,9.946556992,3.9,1.640121947,0.2,0.4,3.7,1.417744688,0.684,0.077871689,916500.4,1672.13631,0.1,0.3,15587.224,960.6398012,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
5/02/2020,1580876348,172.24.1.80,25383,172.24.1.1,53,udp,dns,0.000258,37,37,1,0,False,False,False,True,False,False,False,1,65,1,65,FALSE,204,2,7751.937984,790697.6744,0.5,0.5,0.5,0.5,9.184,9.747517838,2.182,1.307805796,2.153,0.942773037,0.354,0.325183025,86.127,11.0682944,26.9,19.44453651,16.7,19.83960685,10.2,2.638181192,0.928,0.023151674,911943.2,5050.758296,0.8,0.871779789,1460,257.3188683,0,0,0,0,0,0,0,0,Normal,Normal,Normal
27/02/2020,1582763714,192.168.2.10,51280,192.168.2.199,80,tcp,http,0.102753,-,-,1,0,True,True,True,True,True,False,False,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,5.922,5.325671413,2.721,1.435523946,3.021,1.257445426,0.761,1.112343922,87.572,7.11406185,18.2,10.67520492,8.5,10.10198,9.7,2.147091055,0.75,0.03,899485.6,2345.568213,9.6,4.317406629,1701.8,189.8087458,0,0,1,1,1,1,0,1,Exfiltration,Exfiltration,Attack
24/02/2020,1582504433,172.24.1.244,34073,172.24.1.1,5683,udp,coap,-,-,-,1,0,False,False,False,True,False,False,False,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,29.581,7.555311311,2.522,1.388508552,13.156,3.619555774,0.051,0.102024507,54.689,10.72484914,3.2,0.4,0.2,0.4,3,0,2.535,0.065,919110.4,1494.351177,0,0,15558.1,2588.594964,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
3/03/2020,1583216990,192.168.10.153,62203,192.168.2.10,80,tcp,http,4.984768,436,19402,1,0,True,True,True,True,True,False,False,13,968,18,20134,FALSE,40940,31,6.218945395,8213.020145,0.419354839,0.580645161,0.034294089,0.965705911,10.095,9.93461046,2.048,1.470223112,3.65,2.340175207,9.496,14.10385848,74.716,21.34992187,13.7,8.319254774,8.1,8.166394553,5.6,6.216108107,0.415,0.015,918034,2007.550747,1,1.414213562,1312.1,357.1958706,0,0,0,0,0,0,1,0,Normal,Normal,Normal
27/02/2020,1582764955,192.168.2.10,55220,192.168.2.199,80,tcp,http,0.117167,-,-,1,0,True,True,True,True,True,False,False,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,6.197,7.372231752,1.595,0.84800059,3.385,1.702205922,5.328,9.166772387,83.495,11.40753194,29.5,17.91228629,15.1,17.21307642,14.4,9.264987858,0.915,0.052201533,915965.2,2528.558831,2.7,4.172529209,1458.7,305.3431021,0,0,1,1,1,1,0,1,Exfiltration,Exfiltration,Attack
8/01/2020,1578448284,192.168.10.155,32868,192.168.2.10,80,tcp,http,5.277251,2354,1224,1,0,True,True,True,True,True,False,False,11,2934,8,1648,FALSE,8160,19,3.600359354,1546.259596,0.578947368,0.421052632,0.648039216,0.351960784,3.838,5.577685542,2.016,1.104393046,2.601,1.43350933,0.455,0.272992674,91.092,7.793313544,22.1,10.85771615,10.5,10.6606754,11.6,6.216108107,0.46,0.02,920070,1405.165613,1,0.632455532,1357.3,313.9426859,0,0,0,0,0,0,1,0,Normal,Normal,Normal
6/02/2020,1580966654,172.24.1.80,21481,172.24.1.1,53,udp,dns,0.000271,37,37,1,0,False,False,False,True,False,False,False,1,65,1,65,FALSE,204,2,7380.073801,752767.5277,0.5,0.5,0.5,0.5,16.31,7.36615232,2.329,1.538547692,2.81,1.429979021,6.638,14.32748324,71.916,18.02294105,45.1,41.6448076,29.9,38.91901849,15.2,17.26151789,0.53,0.02,921606.8,2156.716801,0.4,0.8,1577.9,439.6702059,0,0,0,0,0,0,0,0,Normal,Normal,Normal
15/01/2020,1579041519,192.168.2.199,60856,192.168.2.10,80,tcp,http,0.204233,131,310,1,0,True,True,True,True,True,False,False,6,451,5,578,FALSE,1470,11,53.860052,7197.661494,0.545454545,0.454545455,0.395918367,0.604081633,6.253,6.08367989,7.21,1.214224032,5.926,1.896028481,4.799,10.96169006,75.816,14.47038783,16.7,11.97539143,1,2.049390153,15.7,11.16288493,1,0.04,921800.4,700.722941,3.8,6.368673331,2974.3,452.674066,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
10/02/2020,1580966677,192.168.2.10,59154,192.168.10.150,1883,tcp,mqtt,5.417596,-,-,1,0,True,True,True,True,True,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,15.916,9.225864946,1.909,1.390175888,2.079,0.984453656,11.128,17.21283463,68.968,14.75381632,23.5,17.81712659,10.1,13.72188034,13.4,17.00117643,0.85,0.09,917206,3199.623603,0.4,0.8,1552.4,323.7777633,0,0,0,0,0,0,1,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
24/02/2020,1582504540,172.24.1.233,42441,172.24.1.1,5683,udp,coap,22.833245,1124,0,1,0,False,False,False,True,False,False,False,2,1180,0,0,FALSE,2304,2,0.08759158,100.9054999,1,0,1,0,27.931,4.153223928,1.802,1.082005545,9.327,3.896968181,4.187,6.644310423,56.754,11.9497533,17.5,9.739096467,0.2,0.4,17.3,9.675226096,2.26,0.05,918393.2,1691.058887,0,0,17202.6,5229.637506,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
24/02/2020,1582503779,172.24.1.244,48039,172.24.1.1,5683,udp,coap,-,-,-,1,0,False,False,False,True,False,False,False,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,27.745,4.249819408,3.811,2.034460371,11.042,2.196127501,6.059,8.365010998,51.346,10.75329921,16.3,15.30392107,0.9,1.044030651,15.4,14.9879952,1.595,0.035,915878,2764.43137,0,0,15379.1,2524.412345,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
14/02/2020,1581654885,10.0.1.5,51049,131.236.3.92,53,udp,dns,0.000052,74,0,1,0,False,False,False,True,False,False,False,2,130,0,0,TRUE,204,2,38461.53846,3923076.923,1,0,1,0,8.523,10.61490278,1.74,0.723574461,1.993,1.069224485,0.176,0.227560981,87.568,11.44929675,10.7,22.76861875,7.6,22.8,3.1,0.3,0.617,0.03822303,915936.4,2404.906618,1.2,0.4,1125,192.4276487,0,0,0,0,0,0,0,0,Normal,Normal,Normal
21/02/2020,1582269768,10.0.1.5,46739,129.94.0.197,53,udp,dns,0.000004,74,0,1,0,False,False,False,True,False,False,False,2,130,0,0,FALSE,204,2,500000,51000000,1,0,1,0,6.463,6.455984898,2.704,1.137991213,2.371,1.976372688,0.227,0.239250914,88.233,9.141205664,17.897,10.91693551,10.9,10.86692229,6.997,8.451276886,0.93,0.04,918696,2851.417051,0.8,1.166190379,1202.8,204.4048923,0,0,0,0,0,0,0,0,Normal,Normal,Normal
13/01/2020,1578873891,10.0.1.5,38792,129.94.0.197,53,udp,dns,0.000006,-,-,1,0,False,False,False,True,False,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.415,4.78600303,1.394,1.187781125,2.76,1.811005246,0.151,0.123324774,90.282,7.128280017,9.6,1.496662955,0,0,9.6,1.496662955,0.784,0.045210618,911440.8,2686.816882,1,0.632455532,1634.8,231.1825253,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16/12/2019,1576629715,172.24.1.80,29482,172.24.1.1,53,udp,dns,0.000268,37,37,1,0,False,False,False,True,False,False,False,1,65,1,65,FALSE,204,2,7462.686567,761194.0299,0.5,0.5,0.5,0.5,3.264,4.460948778,1.165,0.508532202,1.645,0.956935212,2.247,3.349426966,91.677,6.068044248,18.9,20.07211997,9.1,12.11156472,9.8,10.1173119,1.153,0.066189123,903091.6,2838.316374,1,0,1329.4,366.9537301,0,0,0,0,0,0,0,0,Normal,Normal,Normal
12/02/2020,1581482584,10.0.1.5,46178,131.236.3.92,53,udp,dns,0.000008,-,-,1,0,False,False,False,True,False,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,3.793,5.544348564,1.598,1.569253326,2.583,1.111782803,0.736,1.795205838,91.29,7.76160035,3.6,1.496662955,0,0,3.6,1.496662955,0.534,0.028,920754.8,2083.331217,1,2.049390153,1193.8,130.8409722,0,0,1,1,0,1,0,1,Normal,Normal,Normal
15/01/2020,1579041365,192.168.2.199,38006,192.168.2.10,80,tcp,http,0.209451,135,310,1,0,True,True,True,True,True,False,False,6,455,5,578,FALSE,1478,11,52.51825009,7056.543058,0.545454545,0.454545455,0.399188092,0.600811908,9.339,5.468108357,6.902,1.623765993,6.844,2.272818515,5.824,12.62337055,71.092,16.17718319,80.5,106.6407521,72.6,106.7334999,7.9,9.191844211,2.788,0.135336617,919970.4,2336.246014,3.7,7.810889834,2870.086,811.3287019,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
9/01/2020,1578541391,192.168.2.199,51314,192.168.2.10,3127,tcp,other,0.000025,0,0,0,0,True,False,False,False,True,False,False,1,60,1,40,FALSE,100,2,80000,4000000,0.5,0.5,0.6,0.4,2.805,2.60209627,1.621,1.172855064,2.198,1.291656301,0.583,0.498558923,92.796,3.978452463,24.6,15.86946754,9.2,9.30376268,15.4,13.13925416,0.548,0.206726873,914420.4,1816.448799,1.099,0.70014927,1307.832,242.3592829,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
7/01/2020,1578373770,192.168.2.199,64082,192.168.2.10,19842,tcp,other,0.000046,0,0,0,0,True,False,False,False,True,False,False,1,44,1,40,FALSE,84,2,43478.26087,1826086.957,0.5,0.5,0.523809524,0.476190476,3.621,5.690563153,1.661,1.108074456,2.496,2.138430265,0.226,0.17658992,91.997,8.611940606,10.8,2.227105745,1.2,1.326649916,9.6,1.685229955,0.709,0.041581246,914095.2,2301.460962,0.9,0.538516481,1461.3,400.503945,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
16/12/2019,1576632806,127.0.0.1,41069,127.0.0.1,53,udp,dns,0.000436,156,156,1,0,False,False,False,True,False,False,False,4,268,4,268,FALSE,848,8,18348.62385,1944954.128,0.5,0.5,0.5,0.5,5.145,6.24950278,3.106,4.356508235,2.747,1.84685706,0.278,0.21094075,88.726,11.32002845,9.9,1.972308292,0.1,0.3,9.8,1.886796226,0.486,0.045210618,911109.6,1054.805688,0.7,0.640312424,1297.4,249.020963,0,0,0,0,0,0,0,0,Normal,Normal,Normal
7/01/2020,1578374424,192.168.2.199,37708,192.168.2.10,1972,tcp,other,0.000083,-,-,0,0,True,False,False,False,True,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,2.471,4.186849532,0.936,0.876746257,1.723,1.229390499,0.05,0.1,94.82,6.162536815,3.8,2.4,0,0,3.8,2.4,0.828,0.071526219,915794.4,2027.759512,0.8,0.4,1160.7,372.9903618,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
5/02/2020,1580877388,192.168.2.10,50790,192.168.10.150,443,tcp,https,0.000535,0,0,0,0,True,False,False,False,True,False,False,1,60,1,40,FALSE,100,2,3738.317757,186915.8879,0.5,0.5,0.6,0.4,9.508,13.73378156,3.768,2.440343418,3.29,2.474885856,0.226,0.136689429,83.208,18.11903298,35.8,22.62211308,16.6,18.02886574,19.2,20.04395171,1.296,0.204509168,913070.4,9506.629636,1,0.774596669,1254.1,222.7686917,0,0,0,0,0,0,0,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
10/01/2020,1578620423,172.24.1.80,50759,172.24.1.1,53,udp,dns,0.000264,37,37,1,0,False,False,False,True,False,False,False,1,65,1,65,FALSE,204,2,7575.757576,772727.2727,0.5,0.5,0.5,0.5,5.023,6.994469315,2.528,1.503281743,2.829,2.0176692,0.101,0.123729544,89.519,10.24738157,8.9,9.071383577,0,0,8.9,9.071383577,0.684,0.042,916253.6,576.6030177,0.6,0.489897949,1266,260.9268097,0,0,0,0,0,0,0,0,Normal,Normal,Normal
5/03/2020,1583394806,192.168.10.153,60044,192.168.2.10,80,tcp,http,0.012603,630,313,1,0,True,True,True,True,True,False,False,5,842,5,525,FALSE,2310,10,793.4618742,183289.6929,0.5,0.5,0.637229437,0.362770563,3.254,4.648860506,1.703,1.335170776,2.007,1.245664883,1.372,1.383284497,91.669,8.172202212,32.082,23.79496829,18.985,21.22079228,13.097,13.9982385,0.88,0.04,916405.2,2126.163155,0.6,0.489897949,1498.3,165.9090413,0,0,0,0,0,0,1,0,Normal,Normal,Normal
9/01/2020,1578542658,192.168.2.199,37493,192.168.2.10,22,tcp,ssh,0.036633,0,41,0,0,True,True,True,True,True,False,False,4,204,3,205,FALSE,450,7,191.0845413,12284.00622,0.571428571,0.428571429,0.453333333,0.546666667,7.951,5.979545886,2.01,1.625742907,2.134,0.980287713,1.598,2.792492793,86.306,6.548279469,22.189,16.14953526,12.398,16.17039381,9.791,2.274890986,0.52,0.02,909090.4,3503.293627,2,3.405877273,1425.6,264.9128913,1,6,1,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
12/12/2019,1576100120,172.24.1.80,60809,172.24.1.1,53,udp,dns,0.000116,35,35,1,0,False,False,False,True,False,False,False,1,63,1,63,FALSE,196,2,17241.37931,1689655.172,0.5,0.5,0.5,0.5,2.32,3.187939774,2.252,1.614644233,2.686,0.864131934,1.651,3.184218742,91.091,8.061871309,25.1,46.28055747,18.6,47.00893532,6.5,6.561249881,0.265,0.015,919046,1995.879956,1,0,1286.4,268.4768891,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16/12/2019,1576630870,127.0.0.1,41820,127.0.0.1,53,udp,dns,0.000426,156,156,1,0,False,False,False,True,False,False,False,4,268,4,268,FALSE,848,8,18779.34272,1990610.329,0.5,0.5,0.5,0.5,4.264,5.402273966,2.152,1.488756528,2.506,0.950159987,0.251,0.159715372,90.826,6.699819699,11.5,5.408326913,0,0,11.5,5.408326913,0.238,0.01077033,909306,4154.269611,1.6,2.835489376,1430.8,214.776535,0,0,0,0,0,0,0,0,Normal,Normal,Normal
15/01/2020,1579041144,192.168.2.199,34598,192.168.2.10,80,tcp,http,0.211855,-,-,1,0,True,True,True,True,True,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,4.013,4.172850465,7.126,1.919672889,6.116,1.621463536,0.842,1.688945233,81.902,6.421399847,14.7,11.96703806,5.4,6.873136111,9.3,7.403377608,0.864,0.055533774,920845.6,717.9308045,0.9,0.538516481,2772.794,325.2742872,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
5/02/2020,1580872424,192.168.2.10,33488,192.168.10.150,80,tcp,http,0.000677,0,0,0,0,True,False,False,False,True,False,False,1,60,1,40,FALSE,100,2,2954.209749,147710.4874,0.5,0.5,0.6,0.4,8.336,7.67113577,2.107,1.085154828,3.094,1.343705325,9.143,14.7258596,77.321,13.94794784,15.397,11.76921752,11.8,12.04823639,3.597,1.497892186,1.078,0.055461698,918652.8,1937.439795,1.4,0.663324958,1299.1,353.743537,0,0,0,0,0,0,0,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
22/01/2020,1579656542,172.24.1.80,40998,172.24.1.1,53,udp,dns,0.000324,40,40,1,0,False,False,False,True,False,False,False,1,68,1,68,FALSE,216,2,6172.839506,666666.6667,0.5,0.5,0.5,0.5,4.86,4.506868092,1.419,0.937149401,2.225,0.840586105,0.375,0.201556444,91.119,5.572725455,12.1,6.685057965,0.1,0.3,12,6.6633325,0.535,0.025,918713.6,1870.005091,1.8,1.720465053,1254.3,127.8827979,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16/12/2019,1576629506,172.24.1.80,54735,172.24.1.1,53,udp,dns,0.000359,37,37,1,0,False,False,False,True,False,False,False,1,65,1,65,FALSE,204,2,5571.030641,568245.1253,0.5,0.5,0.5,0.5,1.57,1.827063217,2,1.201931778,1.289,0.589481976,0.201,0.150362894,94.942,2.345637653,16.9,14.90939301,13.9,14.90939301,3,0,0.381,0.020223748,920263.6,1983.345416,1.4,2.244994432,1658.4,389.9544076,0,0,0,0,0,0,0,0,Normal,Normal,Normal
15/01/2020,1579041082,192.168.2.199,53550,192.168.2.10,80,tcp,http,0.204298,131,310,1,0,True,True,True,True,True,False,False,6,451,5,578,FALSE,1470,11,53.84291574,7195.371467,0.545454545,0.454545455,0.395918367,0.604081633,6.226,4.531221027,6.699,0.690209389,4.737,1.462751175,0.156,0.127373467,82.183,5.833537606,5.1,3.047950131,1.3,2.002498439,3.8,2.4,0.626,0.034117444,919363.6,2465.892423,0.8,0.4,2836.8,377.8912013,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
15/01/2020,1579041372,192.168.2.199,39166,192.168.2.10,80,tcp,http,0.216499,135,310,1,0,True,True,True,True,True,False,False,6,455,5,578,FALSE,1478,11,50.80854877,6826.821371,0.545454545,0.454545455,0.399188092,0.600811908,10.114,9.961436844,7.607,1.753773361,4.332,1.50341478,0.259,0.201417477,77.692,11.60266849,12.5,12.19221063,9.1,12.3,3.4,0.8,2.5,0.087177979,919380.4,3414.083045,0.8,0.4,2673.1,297.4735114,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
31/01/2020,1580435780,172.24.1.213,5353,224.0.0.251,5353,udp,dns,0.002452,116,0,1,0,False,False,False,True,False,False,False,2,172,0,0,FALSE,288,2,815.6606852,117455.1387,1,0,1,0,2.938,3.406096886,0.936,0.225574821,1.618,1.056482844,0.278,0.177471124,94.232,4.209579076,11.1,5.752390807,0,0,11.1,5.752390807,0.375,0.015,910732.8,1703.286987,1.4,1.2,1454.2,292.635883,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24/02/2020,1582504250,172.24.1.244,36501,172.24.1.1,5683,udp,coap,0.621623,562,72,1,0,False,False,False,True,False,False,False,1,590,1,100,FALSE,1324,2,3.21738417,2129.908321,0.5,0.5,0.870090634,0.129909366,32.689,8.119791192,3.685,1.633396767,11.356,2.525356212,3.744,7.305656986,48.527,10.60759355,18.7,8.1,7.5,7.5,11.2,6.273754857,0.944,0.025768197,920436.4,2175.836354,0.1,0.3,15412.1,1603.955202,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
27/02/2020,1582758489,192.168.10.155,48430,192.168.2.10,80,tcp,http,0.002888,608,313,1,0,True,True,True,True,True,False,False,6,928,5,581,FALSE,2430,11,3808.864266,841412.7424,0.545454545,0.454545455,0.632098765,0.367901235,7.643,6.639988027,1.475,1.095940236,2.611,0.783600026,0.48,0.431207607,87.792,7.408457059,34.8,44.4022522,31.4,44.4594197,3.4,0.916515139,0.269,0.043,915252.4,2296.313184,4.6,5.642694392,1529.6,411.7531299,0,0,0,0,0,0,1,0,Normal,Normal,Normal
28/01/2020,1580191975,10.0.1.5,39045,131.236.3.92,53,udp,dns,0.000054,78,0,1,0,False,False,False,True,False,False,False,2,134,0,0,FALSE,212,2,37037.03704,3925925.926,1,0,1,0,3.074,5.123538231,1.625,1.649540845,3.178,1.060356544,4.696,8.269000181,87.428,13.28724035,11.5,8.651589449,6.4,7.876547467,5.1,6.3,0.641,0.021656408,917836.8,1593.896157,0.8,0.748331477,1200.101,143.9176425,0,0,0,0,0,0,0,0,Normal,Normal,Normal
5/02/2020,1580874020,192.168.2.10,40250,192.168.10.150,443,tcp,https,0.000536,0,0,0,0,True,False,False,False,True,False,False,1,60,1,40,FALSE,100,2,3731.343284,186567.1642,0.5,0.5,0.6,0.4,10.491,6.87298836,1.879,1.327738303,3.593,2.531015804,4.821,6.502009612,79.214,11.36914438,9.9,2.507987241,0.1,0.3,9.8,2.315167381,0.834,0.076183988,912912.4,3787.076741,0.8,0.871779789,1321.4,288.5006759,0,0,0,0,0,0,0,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
16/12/2019,1576452783,172.24.1.80,57433,172.24.1.1,53,udp,dns,0.00004,-,-,1,0,False,False,False,True,False,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.243,6.182239157,2.507,1.792027065,1.95,1.136732158,5.198,8.921105088,85.102,13.62109012,6.4,6.740919819,0.1,0.3,6.3,6.738694236,0.399,0.019209373,917045.2,1414.738478,0.6,0.489897949,1226.1,196.5560734,0,0,0,0,0,0,0,0,Normal,Normal,Normal
13/01/2020,1578883659,172.24.1.80,14174,172.24.1.1,53,udp,dns,0.000108,35,35,1,0,False,False,False,True,False,False,False,1,63,1,63,FALSE,196,2,18518.51852,1814814.815,0.5,0.5,0.5,0.5,6.656,6.098780534,1.98,1.348369386,2.331,1.359186889,0.607,0.425065877,88.423,7.954313358,24.2,19.16141957,16.2,19.51819664,8,2.863564213,0.635,0.015,914556,637.0029827,0.8,0.4,1739.3,306.5093963,0,0,0,0,0,0,0,0,Normal,Normal,Normal
11/02/2020,1581384837,192.168.2.10,54766,192.168.10.150,443,tcp,https,0.000388,0,0,0,0,True,False,False,False,True,False,False,1,60,1,40,FALSE,100,2,5154.639175,257731.9588,0.5,0.5,0.6,0.4,4.682,6.62768406,1.394,0.74274087,1.642,0.780702248,3.952,7.028608397,88.33,8.053540836,21.8,14.2323575,9.4,9.624967532,12.4,6.118823416,0.836,0.085111691,921840,740.8017279,0.2,0.6,1283.5,187.5682542,0,0,0,0,0,0,0,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
24/02/2020,1582503738,172.24.1.244,35600,172.24.1.1,5683,udp,coap,0.643458,562,72,1,0,False,False,False,True,False,False,False,1,590,1,100,FALSE,1324,2,3.108205975,2057.632355,0.5,0.5,0.870090634,0.129909366,23.879,4.852161271,1.747,1.649739676,11.064,2.307545016,0.077,0.117647779,63.231,8.27421108,4.1,1.445683229,1,1.483239697,3.1,0.3,0.99,0.173493516,915433.2,2355.372446,0,0,14206.1,2580.268531,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
15/01/2020,1579041438,192.168.2.199,49120,192.168.2.10,80,tcp,http,0.209286,-,-,1,0,True,True,True,True,True,False,False,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,3.812,1.247459819,5.557,0.906256586,4.296,1.201767032,0.338,0.388556302,85.996,2.071160061,15.4,12.13424905,11.9,11.9117589,3.5,1.5,1.728,0.101173119,921327.6,1529.211509,0.8,0.4,2441.2,155.976152,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
